HGNC ,Kinase Classification,PG.ProteinGroups,[4] Hek293_XO44_invivo_1.raw.PG.Quantity,[5] Hek293_XO44_invivo_2.raw.PG.Quantity,[6] Hek293_XO44_invivo_3.raw.PG.Quantity,[10] HeLa_XO44_invivo_1.raw.PG.Quantity,[11] HeLa_XO44_invivo_2.raw.PG.Quantity,[12] HeLa_XO44_invivo_3.raw.PG.Quantity,average_hek293_X044_invivo,average_hela_X044_invivo
VRK1,CK1,Q99986,4214.02783203125,3028.19970703125,3682.7705078125,2853.15380859375,2621.90185546875,4128.04150390625,3641.666015625,3201.0323893229165
VRK2,CK1,Q86Y07,1667.1307373046875,1122.3623046875,940.6655883789062,1759.869384765625,2092.7421875,2511.482421875,1243.386210123698,2121.3646647135415
VRK3,CK1,Q8IV63,455.993408203125,453.5796508789063,479.0867309570313,204.14093017578125,66.28536987304688,152.69703674316406,462.8865966796875,141.0411122639974
WEE1,Other,P30291,2765.562255859375,2977.95068359375,2803.36181640625,1102.210205078125,1074.5732421875,1631.017822265625,2848.958251953125,1269.26708984375
WNK1,Other,Q9H4A3,2537.389892578125,2144.34130859375,2526.054931640625,2361.65966796875,2320.24462890625,3045.829345703125,2402.5953776041665,2575.9112141927085
WNK2,Other,Q9Y3S1,601.8192138671875,592.6168212890625,673.81298828125,258.5619812011719,207.94500732421875,360.9698791503906,622.7496744791666,275.82562255859375
WNK3,Other,Q9BYP7,1799.114501953125,1791.4537353515625,2298.275146484375,328.8829040527344,876.2200927734375,435.2272338867188,1962.9477945963542,546.7767435709635
YES1,TK,P07947,63486.5390625,52625.12109375,60009.09765625,36374.8046875,35000.9921875,47556.64453125,58706.919270833336,39644.147135416664
BAZ1A,Atypical,Q9NRL2,1873.256103515625,1650.9560546875,1961.721435546875,1866.3485107421875,1750.005126953125,2858.0244140625,1828.64453125,2158.126017252604
BAZ1B,Atypical,Q9UIG0,5689.58740234375,5439.62548828125,6266.00927734375,14431.9775390625,13342.771484375,18870.333984375,5798.407389322917,15548.361002604166
ABR,Atypical,Q12979,1312.7039794921875,1089.4622802734375,1300.1650390625,753.8585815429688,643.9332275390625,1001.1774291992188,1234.1104329427083,799.6564127604166
BLVRA,Atypical,P53004,3784.9375,3210.224609375,3720.065673828125,1351.8477783203125,1292.74267578125,1991.7138671875,3571.7425944010415,1545.4347737630208
GTF2F1,Atypical,P35269,2478.691162109375,1972.1533203125,2388.539794921875,1608.0860595703125,1557.2303466796875,2405.989501953125,2279.7947591145835,1857.1019694010417
NME1,NDK,P15531,11691.2744140625,9698.3173828125,9983.1279296875,9145.591796875,8613.4765625,14277.6396484375,10457.5732421875,10678.902669270834
NME2,NDK,P22392,33408.91796875,29193.91796875,31751.541015625,27761.6796875,27500.5859375,41112.79296875,31451.458984375,32125.01953125
NME3,NDK,Q13232,781.5398559570312,578.0575561523438,613.1647338867188,293.61700439453125,366.6701965332031,371.9764709472656,657.5873819986979,344.087890625
NME4,NDK,O00746,4378.2314453125,5867.53076171875,4185.2353515625,2787.260009765625,2728.819091796875,2832.930419921875,4810.33251953125,2783.003173828125
NME6,NDK,O75414,179.35728454589844,194.47520446777344,164.94789123535156,644.3616333007812,481.3063659667969,815.4766845703125,179.5934600830078,647.0482279459635
NME7,NDK,Q9Y5B8,710.3795776367188,583.3015747070312,681.486572265625,831.3453979492188,710.1383666992188,1137.3814697265625,658.3892415364584,892.955078125
FAM20B,PKL,O75063,426.2214660644531,304.0960693359375,505.9906005859375,372.7657165527344,310.5530090332031,492.1941528320313,412.1027119954427,391.83762613932294
FASTKD1,not in kinbase,Q53R41,535.4813232421875,450.9418640136719,543.1041870117188,599.4105834960938,578.2445678710938,821.8289184570312,509.8424580891927,666.4946899414062
FASTKD2,not in kinbase,Q9NYY8,2616.4326171875,2114.03759765625,2552.085693359375,6198.70849609375,6750.61962890625,8791.9638671875,2427.5186360677085,7247.097330729167
FASTKD5,not in kinbase,Q7L8L6,2105.89111328125,1781.6787109375,2081.7568359375,1260.7109375,1030.18115234375,1474.1976318359375,1989.7755533854167,1255.0299072265625
RP2,not kinase,O75695,710.08154296875,552.0407104492188,601.9094848632812,424.1712036132813,414.7524108886719,778.421875,621.3439127604166,539.1151631673177
